id,evidence_type,source,original_filename,normalized_path,hash_sha256,mime_type,size,sensitivity_level,status
b32f9264-3af6-461f-96d4-cabdf6f07346,apk,ui-upload,UnCrackable-Level2.apk,D:\Desktop\projet mobile\backend\data\uploads\6cb1492e-c804-456c-bf43-bc98ba69e8bf\UnCrackable-Level2.apk,4c7980ef1f6cc29508f38417c2a5b5b7721eeb4a3d7f00a0c1a08f5192fa6ddd,application/vnd.android.package-archive,901022,internal,collected
0047fe5c-ca5f-41e3-b991-df3ba3ea65bf,apk_hash,generated,apk_hash.json,D:\Desktop\projet mobile\backend\data\uploads\6cb1492e-c804-456c-bf43-bc98ba69e8bf\apk_hash.json,68526e3f003ef951e20659098c9cd64244f10d59b3456fcb16a743bc5dfdb93d,application/json,185,internal,collected
5d75969d-9e12-447f-9b40-3181f114d0b5,manifest_summary,generated,manifest_summary.json,D:\Desktop\projet mobile\backend\data\uploads\6cb1492e-c804-456c-bf43-bc98ba69e8bf\manifest_summary.json,60fe8be7034fec989ca9a5b1d2d8158a384ee67a4eb7c1fba74fd81cb1f33096,application/json,206,internal,collected
44b8defd-4fb9-487c-ac8d-548500caca73,permissions,generated,permissions.json,D:\Desktop\projet mobile\backend\data\uploads\6cb1492e-c804-456c-bf43-bc98ba69e8bf\permissions.json,ea91f471aea72ed65f6ac534b0fa21189a2bad0c74ecb1e94fc526f9cc0f32ef,application/json,57,internal,collected
1f8c9980-ffdc-41f3-85aa-69015fef9683,components,generated,components.json,D:\Desktop\projet mobile\backend\data\uploads\6cb1492e-c804-456c-bf43-bc98ba69e8bf\components.json,3b2439f71ac2e706a86ef7e7f70bb07d1b20180af28242e4d0c5c2b9e8c12254,application/json,86,internal,collected
f94dd185-b974-4ced-b858-69cebc11f5f7,sbom,generated,sbom.json,D:\Desktop\projet mobile\backend\data\uploads\6cb1492e-c804-456c-bf43-bc98ba69e8bf\sbom.json,4160c213ddb5bc8a4af60f401644281fb2f332ba12b168379d016432c3d57d4c,application/json,201,internal,collected
